client_id,campagne_id,date_conversion,montant_achat,version_banniere
CUST_15613,112,2026-03-18,324.65,Version_A
CUST_15621,106,2026-01-16,193.01,Version_A
CUST_15629,112,2026-01-03,353.26,Version_B
CUST_15639,110,2026-03-08,121.63,Version_B
CUST_15668,107,2026-02-09,98.14,Version_B
CUST_15682,110,2026-01-14,63.86,Version_B
CUST_15684,110,2026-01-26,21.46,Version_B
CUST_15688,111,2026-03-18,80.0,Version_A
CUST_15720,110,2026-01-05,253.56,Version_B
CUST_15738,111,2026-02-03,24.37,Version_A
CUST_15742,102,2026-02-10,49.36,Version_B
CUST_15747,105,2026-02-19,43.03,Version_A
CUST_15755,108,2026-03-20,25.54,Version_B
CUST_15757,107,2026-03-15,47.93,Version_A
CUST_15762,107,2026-02-18,158.2,Version_A
CUST_15772,111,2026-01-15,70.8,Version_A
CUST_15776,106,2026-03-01,112.6,Version_A
CUST_15791,110,2026-03-18,161.54,Version_A
CUST_15798,112,2026-03-13,50.51,Version_A
CUST_15801,108,2026-02-24,25.71,Version_A
CUST_15804,111,2026-01-26,62.97,Version_B
CUST_15806,104,2026-02-08,40.19,Version_B
CUST_15808,112,2026-01-14,69.52,Version_A
CUST_15816,110,2026-02-12,35.71,Version_A
CUST_15819,111,2026-02-10,278.62,Version_A
CUST_15829,112,2026-01-11,138.48,Version_A
CUST_15835,105,2026-03-27,171.55,Version_B
CUST_15838,111,2026-03-22,57.91,Version_B
CUST_15842,109,2026-03-04,61.27,Version_A
CUST_15861,101,2026-03-18,17.17,Version_B
CUST_15871,102,2026-03-12,44.26,Version_B
CUST_15879,109,2026-01-05,26.86,Version_A
CUST_15893,111,2026-03-30,31.71,Version_B
CUST_15898,103,2026-02-25,64.35,Version_A
CUST_15906,103,2026-01-18,55.01,Version_A
CUST_15919,103,2026-02-01,43.25,Version_B
CUST_15928,112,2026-03-20,300.11,Version_B
CUST_15933,107,2026-01-31,108.88,Version_A
CUST_15938,107,2026-03-07,206.69,Version_B
CUST_15952,107,2026-02-01,81.94,Version_B
CUST_15953,111,2026-03-23,106.89,Version_B
CUST_15989,109,2026-02-17,132.78,Version_B
CUST_16007,101,2026-03-15,55.22,Version_B
CUST_16020,103,2026-01-17,43.45,Version_A
CUST_16021,112,2026-03-01,72.16,Version_A
CUST_16037,101,2026-01-30,17.14,Version_B
CUST_16055,106,2026-03-30,38.4,Version_B
CUST_16061,103,2026-01-31,34.07,Version_B
CUST_16067,111,2026-01-16,165.66,Version_B
CUST_16069,102,2026-01-13,229.67,Version_A
CUST_16100,111,2026-01-08,137.63,Version_B
CUST_16116,102,2026-02-06,27.35,Version_A
CUST_16133,103,2026-01-19,33.3,Version_B
CUST_16155,111,2026-01-03,70.32,Version_A
CUST_16171,112,2026-03-25,164.35,Version_B
CUST_16180,110,2026-02-18,136.24,Version_B
CUST_16191,110,2026-03-15,205.91,Version_B
CUST_16198,112,2026-01-22,44.2,Version_B
CUST_16201,109,2026-03-28,79.63,Version_B
CUST_16202,111,2026-03-08,90.52,Version_B
CUST_16205,104,2026-03-11,23.07,Version_B
CUST_16211,112,2026-02-15,31.42,Version_B
CUST_16214,103,2026-01-07,161.78,Version_B
CUST_16222,109,2026-02-14,121.13,Version_B
CUST_16230,110,2026-03-04,27.4,Version_B
CUST_16249,111,2026-03-12,72.55,Version_B
CUST_16258,111,2026-03-02,55.89,Version_A
CUST_16266,108,2026-02-22,214.31,Version_B
CUST_16268,110,2026-03-07,139.68,Version_B
CUST_16272,105,2026-03-01,44.19,Version_B
CUST_16279,111,2026-01-22,51.97,Version_A
CUST_16280,112,2026-01-02,256.62,Version_B
CUST_16288,112,2026-01-29,208.55,Version_A
CUST_16292,110,2026-02-04,93.19,Version_A
CUST_16296,110,2026-03-29,67.01,Version_B
CUST_16310,101,2026-02-16,27.75,Version_A
CUST_16312,110,2026-01-01,109.98,Version_B
CUST_16321,104,2026-03-28,209.85,Version_A
CUST_16322,107,2026-03-05,30.92,Version_B
CUST_16324,112,2026-01-27,87.42,Version_A
CUST_16332,109,2026-03-15,265.68,Version_B
CUST_16364,111,2026-03-22,77.45,Version_A
CUST_16372,103,2026-02-20,16.14,Version_B
CUST_16376,111,2026-02-17,30.69,Version_B
CUST_16403,111,2026-03-08,34.38,Version_B
CUST_16420,106,2026-01-04,358.19,Version_A
CUST_16426,111,2026-03-22,42.68,Version_B
CUST_16436,103,2026-02-08,44.74,Version_B
CUST_16438,111,2026-03-18,47.78,Version_B
CUST_16439,106,2026-01-05,31.4,Version_A
CUST_16459,111,2026-03-19,340.5,Version_A
CUST_16461,111,2026-02-14,55.53,Version_A
CUST_16463,109,2026-02-06,36.45,Version_A
CUST_16466,110,2026-02-11,40.0,Version_B
CUST_16469,111,2026-02-07,145.58,Version_B
CUST_16470,110,2026-02-01,120.03,Version_B
CUST_16476,101,2026-01-20,77.32,Version_B
CUST_16480,101,2026-01-12,15.89,Version_B
CUST_16485,112,2026-02-22,186.59,Version_B
CUST_16491,105,2026-03-11,202.8,Version_B
CUST_16537,112,2026-02-22,128.04,Version_B
CUST_16545,108,2026-02-04,15.14,Version_A
CUST_16577,111,2026-03-06,581.0,Version_B
CUST_16578,108,2026-01-22,12.48,Version_A
CUST_16579,101,2026-01-07,44.12,Version_A
CUST_16583,109,2026-03-08,286.54,Version_B
CUST_16596,101,2026-03-24,386.32,Version_B
CUST_16609,103,2026-02-11,43.44,Version_A
CUST_16618,111,2026-02-06,55.54,Version_A
CUST_16622,112,2026-01-01,331.9,Version_A
CUST_16627,106,2026-02-15,211.1,Version_A
CUST_16667,109,2026-02-07,93.14,Version_A
CUST_16684,107,2026-02-16,51.96,Version_B
CUST_16701,105,2026-02-11,230.58,Version_B
CUST_16710,105,2026-01-04,60.5,Version_B
CUST_16715,110,2026-03-20,33.7,Version_B
CUST_16744,111,2026-03-23,46.42,Version_B
CUST_16779,109,2026-03-01,172.32,Version_A
CUST_16803,110,2026-02-12,124.26,Version_A
CUST_16821,112,2026-02-13,58.05,Version_B
CUST_16826,106,2026-02-24,85.61,Version_A
CUST_16838,111,2026-03-09,31.83,Version_A
CUST_16862,109,2026-02-27,39.82,Version_B
CUST_16883,103,2026-02-08,22.1,Version_A
CUST_16888,111,2026-03-02,129.04,Version_B
CUST_16893,109,2026-01-27,56.33,Version_B
CUST_16897,110,2026-03-15,33.17,Version_B
CUST_16904,111,2026-02-14,47.45,Version_B
CUST_16937,104,2026-03-10,19.6,Version_A
CUST_16945,112,2026-01-07,33.41,Version_B
CUST_16955,112,2026-01-25,34.35,Version_A
CUST_16961,102,2026-02-24,55.02,Version_A
CUST_16963,107,2026-01-29,232.4,Version_A
CUST_16969,111,2026-02-27,133.43,Version_A
CUST_16975,102,2026-03-30,84.01,Version_A
CUST_16990,111,2026-03-24,40.58,Version_A
CUST_16991,102,2026-01-27,76.24,Version_B
CUST_16998,110,2026-01-25,166.49,Version_B
CUST_17006,111,2026-01-25,160.63,Version_B
CUST_17017,101,2026-01-02,49.27,Version_A
CUST_17037,110,2026-03-17,53.49,Version_A
CUST_17066,110,2026-02-21,51.24,Version_B
CUST_17071,102,2026-02-25,164.31,Version_B
CUST_17076,108,2026-03-28,29.04,Version_A
CUST_17085,111,2026-03-29,62.83,Version_B
CUST_17092,109,2026-01-10,64.58,Version_A
CUST_17098,110,2026-03-24,49.28,Version_B
CUST_17106,110,2026-01-31,558.72,Version_A
CUST_17120,111,2026-01-07,49.92,Version_A
CUST_17133,103,2026-03-30,24.06,Version_A
CUST_17139,109,2026-01-23,111.19,Version_A
CUST_17145,111,2026-01-20,38.64,Version_B
CUST_17165,104,2026-03-13,55.76,Version_A
CUST_17179,112,2026-02-11,73.54,Version_B
CUST_17181,111,2026-01-22,323.11,Version_A
CUST_17186,110,2026-01-16,118.1,Version_B
CUST_17193,101,2026-01-12,18.0,Version_B
CUST_17201,111,2026-03-09,198.54,Version_A
CUST_17207,108,2026-03-31,122.1,Version_A
CUST_17209,101,2026-03-07,30.64,Version_B
CUST_17217,111,2026-03-22,203.5,Version_B
CUST_17221,106,2026-01-09,34.97,Version_B
CUST_17233,106,2026-03-21,48.74,Version_B
CUST_17234,111,2026-01-15,24.45,Version_B
CUST_17235,101,2026-01-02,61.06,Version_A
CUST_17238,107,2026-02-21,22.79,Version_B
CUST_17241,104,2026-01-13,72.72,Version_A
CUST_17261,110,2026-03-09,345.04,Version_B
CUST_17268,106,2026-02-23,17.23,Version_B
CUST_17272,109,2026-02-07,45.31,Version_A
CUST_17278,111,2026-01-25,82.27,Version_B
CUST_17284,111,2026-01-13,295.77,Version_B
CUST_17306,106,2026-02-26,47.4,Version_A
CUST_17311,110,2026-01-16,134.95,Version_A
CUST_17315,109,2026-02-12,210.15,Version_B
CUST_17331,109,2026-03-24,244.0,Version_B
CUST_17339,104,2026-03-18,81.08,Version_A
CUST_17361,111,2026-03-12,105.0,Version_B
CUST_17364,112,2026-03-25,145.31,Version_B
CUST_17368,109,2026-01-11,22.31,Version_A
CUST_17374,101,2026-03-31,132.6,Version_B
CUST_17377,112,2026-02-05,59.77,Version_B
CUST_17385,112,2026-03-19,65.4,Version_A
CUST_17418,110,2026-03-09,55.01,Version_B
CUST_17432,105,2026-02-21,217.26,Version_A
CUST_17445,109,2026-01-25,171.0,Version_B
CUST_17446,105,2026-02-18,13.8,Version_B
CUST_17454,112,2026-03-02,175.16,Version_B
CUST_17457,111,2026-02-03,105.16,Version_B
CUST_17461,104,2026-01-27,73.06,Version_A
CUST_17480,104,2026-03-26,123.89,Version_B
CUST_17481,109,2026-02-04,54.13,Version_A
CUST_17490,111,2026-02-06,213.05,Version_B
CUST_17498,108,2026-01-11,128.79,Version_A
CUST_17513,104,2026-02-17,96.57,Version_B
CUST_17516,112,2026-01-05,119.9,Version_A
CUST_17521,109,2026-02-10,31.04,Version_B
CUST_17528,103,2026-01-21,110.24,Version_B
CUST_17534,112,2026-02-06,287.58,Version_B
CUST_17547,111,2026-03-20,302.05,Version_A
CUST_17558,112,2026-03-22,55.6,Version_A
CUST_17573,112,2026-02-01,144.58,Version_B
CUST_17574,105,2026-02-23,133.58,Version_A
CUST_17610,103,2026-03-01,45.72,Version_A
CUST_17641,111,2026-02-05,130.29,Version_B
CUST_17644,109,2026-03-03,244.28,Version_B
CUST_17654,109,2026-03-03,80.99,Version_B
CUST_17655,106,2026-01-02,54.7,Version_A
CUST_17677,109,2026-02-05,33.13,Version_A
CUST_17678,101,2026-01-20,32.39,Version_A
CUST_17681,112,2026-03-03,21.69,Version_B
CUST_17691,104,2026-03-05,92.14,Version_A
CUST_17709,112,2026-02-10,32.88,Version_B
CUST_17715,111,2026-02-10,105.76,Version_B
CUST_17720,101,2026-02-12,166.95,Version_A
CUST_17734,109,2026-02-28,38.44,Version_B
CUST_17750,103,2026-01-25,74.62,Version_B
CUST_17759,101,2026-01-30,49.65,Version_B
CUST_17772,112,2026-03-20,77.12,Version_B
CUST_17773,109,2026-02-20,395.87,Version_B
CUST_17794,110,2026-02-09,35.89,Version_A
CUST_17801,103,2026-02-03,38.59,Version_A
CUST_17816,109,2026-01-24,133.38,Version_B
CUST_17821,109,2026-02-24,333.03,Version_B
CUST_17831,109,2026-02-21,204.6,Version_A
CUST_17858,111,2026-02-13,68.28,Version_B
CUST_17860,111,2026-02-28,103.72,Version_A
CUST_17866,109,2026-02-27,190.62,Version_A
CUST_17867,110,2026-03-18,193.53,Version_A
CUST_17884,101,2026-03-18,169.72,Version_B
CUST_17888,104,2026-02-22,254.23,Version_B
CUST_17914,103,2026-03-12,75.42,Version_A
CUST_17930,101,2026-01-22,111.84,Version_B
CUST_17941,103,2026-03-02,110.71,Version_B
CUST_17943,106,2026-02-06,120.34,Version_B
CUST_17944,105,2026-03-01,13.32,Version_A
CUST_17964,109,2026-03-04,53.0,Version_B
CUST_17981,103,2026-03-05,117.9,Version_B
CUST_17998,110,2026-03-27,55.33,Version_B
CUST_18004,104,2026-01-29,108.95,Version_B
CUST_18007,112,2026-03-04,69.37,Version_B
CUST_18017,108,2026-03-05,19.79,Version_B
CUST_18030,112,2026-01-27,73.35,Version_A
CUST_18061,103,2026-02-06,39.47,Version_A
CUST_18113,107,2026-03-06,127.02,Version_B
CUST_18114,109,2026-02-14,35.38,Version_A
CUST_18119,112,2026-01-20,49.35,Version_A
CUST_18127,111,2026-01-03,92.73,Version_B
CUST_18130,109,2026-02-26,143.04,Version_B
CUST_18178,108,2026-02-14,66.76,Version_B
CUST_18179,109,2026-03-24,70.17,Version_A
CUST_18181,110,2026-01-18,37.93,Version_A
CUST_18189,109,2026-02-08,431.79,Version_B
CUST_18196,103,2026-03-21,65.09,Version_A
CUST_18197,112,2026-03-04,37.01,Version_A
CUST_18205,103,2026-02-17,86.45,Version_A
CUST_18215,110,2026-01-01,160.39,Version_B
CUST_18216,112,2026-01-09,252.45,Version_A
CUST_18225,102,2026-02-17,36.89,Version_B
CUST_18231,102,2026-01-01,81.27,Version_A
CUST_18250,110,2026-02-22,180.65,Version_A
CUST_18290,110,2026-01-15,142.93,Version_A
CUST_18321,107,2026-03-04,27.38,Version_A
CUST_18357,103,2026-02-14,36.82,Version_A
CUST_18363,109,2026-03-05,72.47,Version_A
CUST_18390,101,2026-01-02,166.55,Version_B
CUST_18391,109,2026-02-27,218.43,Version_A
CUST_18396,109,2026-02-08,78.42,Version_B
CUST_18416,107,2026-03-01,60.61,Version_A
CUST_18423,107,2026-02-05,105.4,Version_A
CUST_18425,111,2026-03-16,42.79,Version_A
CUST_18432,111,2026-01-21,51.72,Version_A
CUST_18436,107,2026-01-03,46.36,Version_B
CUST_18451,109,2026-01-02,37.34,Version_A
CUST_18454,112,2026-01-05,97.16,Version_B
CUST_18478,103,2026-01-25,97.68,Version_A
CUST_18486,109,2026-03-22,36.97,Version_B
CUST_18503,105,2026-02-06,57.8,Version_B
CUST_18507,109,2026-03-11,172.35,Version_A
CUST_18509,105,2026-02-01,116.03,Version_A
CUST_18515,105,2026-03-29,270.05,Version_B
CUST_18519,111,2026-03-16,51.25,Version_B
CUST_18521,109,2026-02-28,43.57,Version_A
CUST_18547,110,2026-01-01,147.54,Version_B
CUST_18557,109,2026-02-01,25.81,Version_A
CUST_18562,110,2026-02-02,48.99,Version_A
CUST_18569,102,2026-01-18,15.16,Version_A
CUST_18578,111,2026-01-19,42.76,Version_A
CUST_18582,110,2026-01-13,162.63,Version_A
CUST_18592,110,2026-01-31,150.64,Version_A
CUST_18612,110,2026-02-04,39.09,Version_B
CUST_18614,112,2026-01-04,117.25,Version_B
CUST_18625,104,2026-01-17,218.71,Version_B
CUST_18643,110,2026-01-07,149.75,Version_B
CUST_18656,110,2026-03-31,50.31,Version_A
CUST_18662,105,2026-02-21,40.61,Version_A
CUST_18666,109,2026-01-25,101.87,Version_A
CUST_18700,112,2026-01-08,158.32,Version_B
CUST_18713,107,2026-03-23,74.41,Version_B
CUST_18728,105,2026-02-28,40.19,Version_B
CUST_18740,101,2026-03-01,93.55,Version_A
CUST_18745,111,2026-01-17,323.36,Version_A
CUST_18773,106,2026-02-27,89.48,Version_A
CUST_18800,110,2026-03-28,282.03,Version_A
CUST_18809,103,2026-03-24,21.78,Version_B
CUST_18813,102,2026-03-23,92.8,Version_B
CUST_18826,108,2026-02-26,249.83,Version_B
CUST_18827,103,2026-02-16,146.0,Version_A
CUST_18832,103,2026-03-15,53.07,Version_A
CUST_18849,109,2026-03-24,187.83,Version_A
CUST_18860,103,2026-01-24,231.86,Version_A
CUST_18869,105,2026-02-23,35.6,Version_B
CUST_18870,111,2026-03-09,43.36,Version_B
CUST_18880,105,2026-03-28,73.46,Version_B
CUST_18882,112,2026-03-28,123.82,Version_B
CUST_18892,110,2026-03-23,179.3,Version_B
CUST_18895,109,2026-03-11,81.04,Version_B
CUST_18901,104,2026-02-16,100.81,Version_A
CUST_18914,101,2026-01-13,147.51,Version_B
CUST_18923,101,2026-02-09,102.24,Version_A
CUST_18940,104,2026-01-18,77.5,Version_A
CUST_18946,110,2026-02-21,125.39,Version_A
CUST_18957,109,2026-03-24,24.89,Version_B
CUST_18958,103,2026-01-28,51.03,Version_B
CUST_18967,106,2026-03-07,27.39,Version_B
CUST_18980,111,2026-03-17,92.24,Version_A
CUST_18986,108,2026-02-17,14.16,Version_A
CUST_18993,109,2026-02-28,288.36,Version_A
CUST_18996,103,2026-01-19,43.9,Version_B
CUST_19013,106,2026-01-01,32.05,Version_A
CUST_19016,112,2026-02-14,91.62,Version_B
CUST_19028,111,2026-03-17,81.68,Version_A
CUST_19031,111,2026-03-01,38.15,Version_A
CUST_19061,103,2026-02-17,33.96,Version_A
CUST_19080,111,2026-02-11,191.22,Version_A
CUST_19097,106,2026-01-22,74.1,Version_A
CUST_19116,109,2026-02-03,216.97,Version_B
CUST_19123,112,2026-03-19,88.08,Version_B
CUST_19146,104,2026-01-13,76.69,Version_A
CUST_19150,111,2026-01-13,77.6,Version_B
CUST_19163,104,2026-01-30,19.48,Version_B
CUST_19182,107,2026-02-27,22.75,Version_B
CUST_19189,102,2026-03-26,48.77,Version_B
CUST_19198,108,2026-03-11,22.15,Version_B
CUST_19232,112,2026-02-16,146.41,Version_B
CUST_19245,105,2026-02-04,75.38,Version_B
CUST_19283,106,2026-03-01,24.74,Version_A
CUST_19298,109,2026-01-05,484.94,Version_B
CUST_19302,110,2026-02-10,23.06,Version_B
CUST_19309,101,2026-02-13,75.45,Version_A
CUST_19317,103,2026-01-21,111.2,Version_B
CUST_19323,111,2026-01-05,54.56,Version_A
CUST_19325,101,2026-02-03,60.39,Version_A
CUST_19336,104,2026-01-22,48.71,Version_B
CUST_19337,112,2026-01-22,77.65,Version_B
CUST_19350,108,2026-02-24,39.89,Version_B
CUST_19372,109,2026-01-16,176.61,Version_A
CUST_19398,111,2026-01-25,527.92,Version_A
CUST_19421,108,2026-01-23,226.95,Version_B
CUST_19423,104,2026-01-18,196.36,Version_B
CUST_19439,107,2026-02-13,117.9,Version_A
CUST_19446,102,2026-02-17,82.24,Version_A
CUST_19462,104,2026-03-30,39.71,Version_A
CUST_19471,101,2026-01-17,137.53,Version_A
CUST_19490,104,2026-02-28,31.31,Version_A
CUST_19499,108,2026-03-15,19.59,Version_B
CUST_19510,106,2026-03-20,189.23,Version_B
CUST_19537,112,2026-03-06,80.63,Version_A
CUST_19548,112,2026-02-22,104.92,Version_B
CUST_19551,111,2026-02-28,29.19,Version_B
CUST_19576,110,2026-03-26,184.28,Version_B
CUST_19578,111,2026-03-13,163.36,Version_A
CUST_19592,112,2026-02-22,322.91,Version_B
CUST_19598,110,2026-02-12,25.34,Version_B
CUST_19616,102,2026-03-08,40.59,Version_B
CUST_19617,111,2026-01-03,324.39,Version_A
CUST_19620,110,2026-01-22,272.12,Version_A
CUST_19637,104,2026-02-01,87.72,Version_A
CUST_19651,106,2026-02-24,54.06,Version_B
CUST_19666,101,2026-01-20,122.09,Version_B
CUST_19682,101,2026-01-06,31.71,Version_B
CUST_19687,109,2026-01-15,123.27,Version_B
CUST_19698,107,2026-02-04,43.88,Version_B
CUST_19714,101,2026-02-10,117.93,Version_A
CUST_19721,105,2026-02-17,74.64,Version_B
CUST_19723,103,2026-03-14,68.22,Version_A
CUST_19729,112,2026-01-30,111.78,Version_B
CUST_19730,111,2026-02-20,50.56,Version_A
CUST_19731,110,2026-01-20,311.09,Version_B
CUST_19742,111,2026-03-21,178.83,Version_B
CUST_19749,102,2026-03-22,19.19,Version_A
CUST_19760,105,2026-01-04,52.29,Version_A
CUST_19763,112,2026-03-06,64.61,Version_A
CUST_19770,104,2026-01-19,149.08,Version_A
CUST_19772,102,2026-01-29,131.0,Version_B
CUST_19776,109,2026-02-26,164.54,Version_A
CUST_19778,103,2026-02-24,136.54,Version_B
CUST_19781,104,2026-01-06,32.62,Version_A
CUST_19802,101,2026-01-18,39.36,Version_B
CUST_19833,112,2026-01-26,60.79,Version_A
CUST_19837,112,2026-03-17,233.9,Version_B
CUST_19838,110,2026-01-26,29.95,Version_B
CUST_19843,111,2026-03-14,197.03,Version_A
CUST_19849,106,2026-02-19,114.5,Version_B
CUST_19874,110,2026-03-11,183.43,Version_B
CUST_19878,108,2026-02-22,147.18,Version_A
CUST_19887,103,2026-02-24,132.97,Version_A
CUST_19905,109,2026-03-08,122.55,Version_B
CUST_19919,110,2026-01-20,52.35,Version_B
CUST_19926,112,2026-02-15,52.47,Version_A
CUST_19928,105,2026-03-14,26.24,Version_B
CUST_19929,111,2026-03-09,51.94,Version_B
CUST_19945,106,2026-01-01,41.58,Version_A
CUST_19947,112,2026-03-11,129.33,Version_A
CUST_19948,101,2026-01-04,59.65,Version_B
CUST_19958,110,2026-02-12,84.67,Version_A
CUST_19969,110,2026-02-07,101.3,Version_A
CUST_19976,110,2026-01-23,184.37,Version_A
CUST_19997,106,2026-03-09,137.15,Version_B
CUST_20007,107,2026-03-31,33.89,Version_A
CUST_20010,108,2026-03-18,18.8,Version_B
CUST_20015,112,2026-02-10,143.5,Version_B
CUST_20019,109,2026-01-22,25.61,Version_B
CUST_20058,112,2026-02-21,190.52,Version_A
CUST_20091,111,2026-03-03,281.26,Version_B
CUST_20096,109,2026-03-02,231.57,Version_A
CUST_20103,112,2026-02-16,277.22,Version_A
CUST_20106,102,2026-03-01,88.81,Version_A
CUST_20116,104,2026-02-27,158.78,Version_B
CUST_20129,107,2026-02-10,85.41,Version_A
CUST_20151,112,2026-01-31,36.58,Version_A
CUST_20156,106,2026-01-13,23.14,Version_B
CUST_20164,103,2026-02-15,88.92,Version_B
CUST_20171,102,2026-02-13,34.18,Version_A
CUST_20208,112,2026-01-01,63.75,Version_A
CUST_20220,103,2026-02-28,49.3,Version_A
CUST_20225,103,2026-01-17,264.54,Version_A
CUST_20230,110,2026-03-18,48.02,Version_A
CUST_20241,101,2026-02-25,130.19,Version_A
CUST_20263,104,2026-01-19,53.79,Version_B
CUST_20264,111,2026-01-23,45.63,Version_B
CUST_20281,112,2026-01-20,43.87,Version_B
CUST_20290,108,2026-03-12,59.57,Version_B
CUST_20306,110,2026-03-25,207.92,Version_B
CUST_20314,102,2026-02-10,17.49,Version_A
CUST_20316,107,2026-01-01,29.66,Version_A
CUST_20323,101,2026-02-04,208.17,Version_A
CUST_20328,111,2026-03-15,44.41,Version_B
CUST_20334,108,2026-02-08,92.72,Version_B
CUST_20335,110,2026-03-29,190.86,Version_B
CUST_20337,102,2026-01-21,26.66,Version_B
CUST_20342,110,2026-01-08,26.12,Version_B
CUST_20348,109,2026-03-21,406.4,Version_A
CUST_20349,103,2026-02-24,67.72,Version_B
CUST_20358,111,2026-02-09,216.79,Version_B
CUST_20364,103,2026-03-11,45.07,Version_B
CUST_20370,110,2026-03-25,44.18,Version_B
CUST_20377,107,2026-02-11,13.53,Version_A
CUST_20382,110,2026-03-25,42.21,Version_A
CUST_20405,111,2026-02-22,275.82,Version_B
CUST_20450,112,2026-01-30,120.76,Version_B
CUST_20460,109,2026-02-12,110.11,Version_B
CUST_20473,109,2026-01-28,261.15,Version_B
CUST_20475,109,2026-03-06,119.61,Version_B
CUST_20489,102,2026-01-06,17.47,Version_B
CUST_20508,102,2026-02-24,39.06,Version_B
CUST_20526,101,2026-03-18,50.86,Version_B
CUST_20589,106,2026-03-23,22.5,Version_A
CUST_20590,106,2026-02-27,23.37,Version_B
CUST_20614,110,2026-01-08,34.82,Version_B
CUST_20616,111,2026-01-13,268.4,Version_B
CUST_20623,104,2026-03-10,24.3,Version_B
CUST_20634,110,2026-03-23,401.25,Version_A
CUST_20642,111,2026-03-12,43.76,Version_A
CUST_20648,110,2026-01-07,55.28,Version_A
CUST_20655,111,2026-01-23,67.6,Version_A
CUST_20659,102,2026-01-24,69.39,Version_A
CUST_20660,104,2026-02-08,16.39,Version_B
CUST_20664,109,2026-01-26,51.48,Version_B
CUST_20686,110,2026-03-04,61.66,Version_B
CUST_20694,108,2026-01-02,154.49,Version_B
CUST_20696,104,2026-02-23,32.52,Version_B
CUST_20701,112,2026-03-05,99.13,Version_A
CUST_20702,105,2026-02-11,26.76,Version_B
CUST_20717,107,2026-01-18,102.77,Version_A
CUST_20719,111,2026-02-18,135.26,Version_A
CUST_20720,105,2026-01-01,144.11,Version_A
CUST_20727,105,2026-02-18,28.78,Version_B
CUST_20747,108,2026-01-06,105.99,Version_A
CUST_20755,104,2026-03-12,136.44,Version_A
CUST_20772,107,2026-01-17,63.37,Version_A
CUST_20778,110,2026-02-28,203.33,Version_A
CUST_20787,112,2026-03-08,100.03,Version_A
CUST_20792,111,2026-03-06,242.81,Version_A
CUST_20798,110,2026-03-13,141.24,Version_B
CUST_20807,109,2026-03-16,163.7,Version_A
CUST_20809,110,2026-01-17,312.06,Version_A
CUST_20820,110,2026-03-23,45.99,Version_B
CUST_20841,105,2026-01-16,33.85,Version_A
CUST_20843,108,2026-02-14,137.21,Version_B
CUST_20868,111,2026-01-15,471.82,Version_A
CUST_20875,109,2026-02-20,100.11,Version_A
CUST_20880,107,2026-01-27,110.09,Version_A
CUST_20890,103,2026-03-22,52.65,Version_B
CUST_20897,110,2026-01-28,116.24,Version_B
CUST_20922,110,2026-01-12,93.33,Version_B
CUST_20929,104,2026-02-10,86.61,Version_B
CUST_20931,112,2026-03-31,31.13,Version_B
CUST_20938,103,2026-03-28,97.0,Version_B
CUST_20945,111,2026-01-09,108.39,Version_B
CUST_20984,111,2026-02-18,96.94,Version_B
CUST_20987,106,2026-01-23,88.65,Version_A
CUST_21001,104,2026-03-20,65.39,Version_B
CUST_21008,112,2026-03-26,111.79,Version_B
CUST_21016,104,2026-01-05,97.77,Version_A
CUST_21031,102,2026-01-10,89.26,Version_A
CUST_21032,112,2026-03-04,301.39,Version_A
CUST_21038,110,2026-02-10,227.91,Version_A
CUST_21044,110,2026-02-24,127.29,Version_A
CUST_21068,102,2026-03-06,32.39,Version_B
CUST_21077,102,2026-02-17,21.33,Version_B
CUST_21083,105,2026-01-26,187.58,Version_A
CUST_21106,102,2026-03-03,46.46,Version_A
CUST_21117,107,2026-01-25,203.32,Version_B
CUST_21118,101,2026-02-27,43.22,Version_A
CUST_21134,105,2026-02-08,261.68,Version_A
CUST_21155,106,2026-03-17,154.43,Version_B
CUST_21161,110,2026-02-11,27.48,Version_A
CUST_21170,102,2026-01-21,48.16,Version_A
CUST_21187,111,2026-01-31,78.32,Version_B
CUST_21192,101,2026-03-04,22.53,Version_B
CUST_21194,106,2026-01-04,153.03,Version_B
CUST_21195,112,2026-03-09,87.74,Version_B
CUST_21228,109,2026-03-26,159.0,Version_A
CUST_21232,110,2026-01-03,97.03,Version_A
CUST_21254,101,2026-01-14,236.02,Version_B
CUST_21260,112,2026-01-03,366.11,Version_A
CUST_21285,104,2026-01-03,268.31,Version_B
CUST_21286,102,2026-01-28,101.17,Version_A
CUST_21291,112,2026-02-16,185.87,Version_B
CUST_21301,111,2026-01-28,24.07,Version_A
CUST_21307,112,2026-01-16,58.13,Version_B
CUST_21317,112,2026-03-25,44.28,Version_A
CUST_21328,112,2026-01-02,49.53,Version_A
CUST_21335,109,2026-02-08,607.06,Version_B
CUST_21337,109,2026-01-31,69.52,Version_A
CUST_21361,102,2026-02-25,98.82,Version_B
CUST_21376,111,2026-01-25,34.67,Version_B
CUST_21377,107,2026-03-02,112.45,Version_B
CUST_21378,111,2026-02-01,73.33,Version_B
CUST_21379,102,2026-01-19,31.91,Version_B
CUST_21388,105,2026-02-28,38.05,Version_B
CUST_21404,110,2026-01-06,41.78,Version_A
CUST_21406,103,2026-02-16,176.62,Version_A
CUST_21426,108,2026-01-13,44.26,Version_B
CUST_21429,109,2026-03-01,439.71,Version_A
CUST_21453,109,2026-02-10,107.28,Version_B
CUST_21455,109,2026-01-17,104.56,Version_B
